"","la_name","age","la_total"
"1624","Newcastle upon Tyne","Age 11",32
"1625","Newcastle upon Tyne","Age 12",20
"1626","Newcastle upon Tyne","Age 13",24
"1627","Newcastle upon Tyne","Age 14",24
"1628","Newcastle upon Tyne","Age 15",45
"1629","Newcastle upon Tyne","Age 16",19
"1630","Newcastle upon Tyne","Age 17",8
"1631","Newcastle upon Tyne","Age 18",6
"1632","Newcastle upon Tyne","Age 19 plus",0
"1633","Newcastle upon Tyne","Age 2",0
"1634","Newcastle upon Tyne","Age 3",0
"1635","Newcastle upon Tyne","Age 4",5
"1636","Newcastle upon Tyne","Age 5",10
"1637","Newcastle upon Tyne","Age 6",5
"1638","Newcastle upon Tyne","Age 7",15
"1639","Newcastle upon Tyne","Age 8",14
"1640","Newcastle upon Tyne","Age 9",15
"1641","Newham","Age 0",0
"1642","Newham","Age 1",0
"1643","Newham","Age 10",3
"1644","Newham","Age 11",7
"1645","Newham","Age 12",5
"1646","Newham","Age 13",12
"1647","Newham","Age 14",12
"1648","Newham","Age 15",15
"1649","Newham","Age 16",8
"1650","Newham","Age 17",8
"1651","Newham","Age 18",5
"1652","Newham","Age 19 plus",0
"1653","Newham","Age 2",0
"1654","Newham","Age 3",0
"1655","Newham","Age 4",1
"1656","Newham","Age 5",1
"1657","Newham","Age 6",2
"1658","Newham","Age 7",1
"1659","Newham","Age 8",2
"1660","Newham","Age 9",3
"1661","Norfolk","Age 0",0
"1662","Norfolk","Age 1",0
"1663","Norfolk","Age 10",90
"1664","Norfolk","Age 11",150
"1665","Norfolk","Age 12",168
"1666","Norfolk","Age 13",245
"1667","Norfolk","Age 14",320
"1668","Norfolk","Age 15",288
"1669","Norfolk","Age 16",59
"1670","Norfolk","Age 17",66
"1671","Norfolk","Age 18",37
"1672","Norfolk","Age 19 plus",0
"1673","Norfolk","Age 2",0
"1674","Norfolk","Age 3",0
"1675","Norfolk","Age 4",6
"1676","Norfolk","Age 5",13
"1677","Norfolk","Age 6",24
"1678","Norfolk","Age 7",35
"1679","Norfolk","Age 8",49
"1680","Norfolk","Age 9",55
"1681","North East Lincolnshire","Age 0",0
"1682","North East Lincolnshire","Age 1",0
"1683","North East Lincolnshire","Age 10",1
"1684","North East Lincolnshire","Age 11",15
"1685","North East Lincolnshire","Age 12",28
"1686","North East Lincolnshire","Age 13",25
"1687","North East Lincolnshire","Age 14",33
"1688","North East Lincolnshire","Age 15",35
"1689","North East Lincolnshire","Age 16",21
"1690","North East Lincolnshire","Age 17",18
"1691","North East Lincolnshire","Age 18",4
"1692","North East Lincolnshire","Age 19 plus",0
"1693","North East Lincolnshire","Age 2",0
"1694","North East Lincolnshire","Age 3",0
"1695","North East Lincolnshire","Age 4",0
"1696","North East Lincolnshire","Age 5",0
"1697","North East Lincolnshire","Age 6",0
"1698","North East Lincolnshire","Age 7",1
"1699","North East Lincolnshire","Age 8",1
"1700","North East Lincolnshire","Age 9",2
"1701","North Lincolnshire","Age 0",0
"1702","North Lincolnshire","Age 1",0
"1703","North Lincolnshire","Age 10",7
"1704","North Lincolnshire","Age 11",17
"1705","North Lincolnshire","Age 12",35
"1706","North Lincolnshire","Age 13",42
"1707","North Lincolnshire","Age 14",42
"1708","North Lincolnshire","Age 15",61
"1709","North Lincolnshire","Age 16",24
"1710","North Lincolnshire","Age 17",27
"1711","North Lincolnshire","Age 18",11
"1712","North Lincolnshire","Age 19 plus",0
"1713","North Lincolnshire","Age 2",0
"1714","North Lincolnshire","Age 3",0
"1715","North Lincolnshire","Age 4",0
"1716","North Lincolnshire","Age 5",0
"1717","North Lincolnshire","Age 6",0
"1718","North Lincolnshire","Age 7",4
"1719","North Lincolnshire","Age 8",3
"1720","North Lincolnshire","Age 9",9
"1721","North Northamptonshire","Age 0",0
"1722","North Northamptonshire","Age 1",0
"1723","North Northamptonshire","Age 10",18
"1724","North Northamptonshire","Age 11",32
"1725","North Northamptonshire","Age 12",51
"1726","North Northamptonshire","Age 13",121
"1727","North Northamptonshire","Age 14",89
"1728","North Northamptonshire","Age 15",95
"1729","North Northamptonshire","Age 16",110
"1730","North Northamptonshire","Age 17",85
"1731","North Northamptonshire","Age 18",7
"1732","North Northamptonshire","Age 19 plus",0
"1733","North Northamptonshire","Age 2",0
"1734","North Northamptonshire","Age 3",0
"1735","North Northamptonshire","Age 4",5
"1736","North Northamptonshire","Age 5",2
"1737","North Northamptonshire","Age 6",5
"1738","North Northamptonshire","Age 7",9
"1739","North Northamptonshire","Age 8",15
"1740","North Northamptonshire","Age 9",13
"1741","North Somerset","Age 0",0
"1742","North Somerset","Age 1",0
"1743","North Somerset","Age 10",14
"1744","North Somerset","Age 11",21
"1745","North Somerset","Age 12",29
"1746","North Somerset","Age 13",33
"1747","North Somerset","Age 14",32
"1748","North Somerset","Age 15",41
"1749","North Somerset","Age 16",25
"1750","North Somerset","Age 17",16
"1751","North Somerset","Age 18",13
"1752","North Somerset","Age 19 plus",0
"1753","North Somerset","Age 2",0
"1754","North Somerset","Age 3",0
"1755","North Somerset","Age 4",0
"1756","North Somerset","Age 5",1
"1757","North Somerset","Age 6",1
"1758","North Somerset","Age 7",7
"1759","North Somerset","Age 8",13
"1760","North Somerset","Age 9",6
"1761","North Tyneside","Age 0",0
"1762","North Tyneside","Age 1",0
"1763","North Tyneside","Age 10",1
"1764","North Tyneside","Age 11",8
"1765","North Tyneside","Age 12",9
"1766","North Tyneside","Age 13",25
"1767","North Tyneside","Age 14",13
"1768","North Tyneside","Age 15",15
"1769","North Tyneside","Age 16",27
"1770","North Tyneside","Age 17",31
"1771","North Tyneside","Age 18",23
"1772","North Tyneside","Age 19 plus",0
"1773","North Tyneside","Age 2",0
"1774","North Tyneside","Age 3",0
"1775","North Tyneside","Age 4",0
"1776","North Tyneside","Age 5",1
"1777","North Tyneside","Age 6",1
"1778","North Tyneside","Age 7",1
"1779","North Tyneside","Age 8",1
"1780","North Tyneside","Age 9",5
"1781","North Yorkshire","Age 0",0
"1782","North Yorkshire","Age 1",0
"1783","North Yorkshire","Age 10",19
"1784","North Yorkshire","Age 11",27
"1785","North Yorkshire","Age 12",40
"1786","North Yorkshire","Age 13",54
"1787","North Yorkshire","Age 14",53
"1788","North Yorkshire","Age 15",44
"1789","North Yorkshire","Age 16",31
"1790","North Yorkshire","Age 17",16
"1791","North Yorkshire","Age 18",5
"1792","North Yorkshire","Age 19 plus",0
"1793","North Yorkshire","Age 2",0
"1794","North Yorkshire","Age 3",0
"1795","North Yorkshire","Age 4",0
"1796","North Yorkshire","Age 5",1
"1797","North Yorkshire","Age 6",0
"1798","North Yorkshire","Age 7",7
"1799","North Yorkshire","Age 8",12
"1800","North Yorkshire","Age 9",10
"1801","Northumberland","Age 0",0
"1802","Northumberland","Age 1",0
"1803","Northumberland","Age 10",9
"1804","Northumberland","Age 11",17
"1805","Northumberland","Age 12",40
"1806","Northumberland","Age 13",69
"1807","Northumberland","Age 14",90
"1808","Northumberland","Age 15",91
"1809","Northumberland","Age 16",49
"1810","Northumberland","Age 17",45
"1811","Northumberland","Age 18",27
"1812","Northumberland","Age 19 plus",5
"1813","Northumberland","Age 2",0
"1814","Northumberland","Age 3",0
"1815","Northumberland","Age 4",2
"1816","Northumberland","Age 5",3
"1817","Northumberland","Age 6",2
"1818","Northumberland","Age 7",2
"1819","Northumberland","Age 8",3
"1820","Northumberland","Age 9",6
"1821","Nottingham","Age 0",0
"1822","Nottingham","Age 1",0
"1823","Nottingham","Age 10",7
"1824","Nottingham","Age 11",6
"1825","Nottingham","Age 12",9
"1826","Nottingham","Age 13",6
"1827","Nottingham","Age 14",16
"1828","Nottingham","Age 15",17
"1829","Nottingham","Age 16",27
"1830","Nottingham","Age 17",36
"1831","Nottingham","Age 18",20
"1832","Nottingham","Age 19 plus",0
"1833","Nottingham","Age 2",0
"1834","Nottingham","Age 3",0
"1835","Nottingham","Age 4",0
"1836","Nottingham","Age 5",1
"1837","Nottingham","Age 6",0
"1838","Nottingham","Age 7",2
"1839","Nottingham","Age 8",5
"1840","Nottingham","Age 9",5
"1841","Nottinghamshire","Age 0",0
"1842","Nottinghamshire","Age 1",0
"1843","Nottinghamshire","Age 10",22
"1844","Nottinghamshire","Age 11",55
"1845","Nottinghamshire","Age 12",126
"1846","Nottinghamshire","Age 13",167
"1847","Nottinghamshire","Age 14",205
"1848","Nottinghamshire","Age 15",228
"1849","Nottinghamshire","Age 16",84
"1850","Nottinghamshire","Age 17",54
"1851","Nottinghamshire","Age 18",33
"1852","Nottinghamshire","Age 19 plus",39
"1853","Nottinghamshire","Age 2",0
"1854","Nottinghamshire","Age 3",0
"1855","Nottinghamshire","Age 4",1
"1856","Nottinghamshire","Age 5",3
"1857","Nottinghamshire","Age 6",6
"1858","Nottinghamshire","Age 7",7
"1859","Nottinghamshire","Age 8",10
"1860","Nottinghamshire","Age 9",23
"1861","Oldham","Age 0",0
"1862","Oldham","Age 1",0
"1863","Oldham","Age 10",3
"1864","Oldham","Age 11",0
"1865","Oldham","Age 12",2
"1866","Oldham","Age 13",5
"1867","Oldham","Age 14",5
"1868","Oldham","Age 15",1
"1869","Oldham","Age 16",13
"1870","Oldham","Age 17",2
"1871","Oldham","Age 18",2
"1872","Oldham","Age 19 plus",1
"1873","Oldham","Age 2",0
"1874","Oldham","Age 3",0
"1875","Oldham","Age 4",0
"1876","Oldham","Age 5",0
"1877","Oldham","Age 6",2
"1878","Oldham","Age 7",2
"1879","Oldham","Age 8",1
"1880","Oldham","Age 9",0
"1881","Oxfordshire","Age 0",0
"1882","Oxfordshire","Age 1",0
"1883","Oxfordshire","Age 10",36
"1884","Oxfordshire","Age 11",79
"1885","Oxfordshire","Age 12",81
"1886","Oxfordshire","Age 13",107
"1887","Oxfordshire","Age 14",103
"1888","Oxfordshire","Age 15",82
"1889","Oxfordshire","Age 16",85
"1890","Oxfordshire","Age 17",62
"1891","Oxfordshire","Age 18",37
"1892","Oxfordshire","Age 19 plus",0
"1893","Oxfordshire","Age 2",0
"1894","Oxfordshire","Age 3",1
"1895","Oxfordshire","Age 4",0
"1896","Oxfordshire","Age 5",6
"1897","Oxfordshire","Age 6",17
"1898","Oxfordshire","Age 7",19
"1899","Oxfordshire","Age 8",17
"1900","Oxfordshire","Age 9",26
"1901","Peterborough","Age 0",0
"1902","Peterborough","Age 1",0
"1903","Peterborough","Age 10",15
"1904","Peterborough","Age 11",12
"1905","Peterborough","Age 12",22
"1906","Peterborough","Age 13",14
"1907","Peterborough","Age 14",28
"1908","Peterborough","Age 15",18
"1909","Peterborough","Age 16",11
"1910","Peterborough","Age 17",3
"1911","Peterborough","Age 18",1
"1912","Peterborough","Age 19 plus",0
"1913","Peterborough","Age 2",0
"1914","Peterborough","Age 3",0
"1915","Peterborough","Age 4",0
"1916","Peterborough","Age 5",0
"1917","Peterborough","Age 6",0
"1918","Peterborough","Age 7",1
"1919","Peterborough","Age 8",7
"1920","Peterborough","Age 9",9
"1921","Plymouth","Age 0",0
"1922","Plymouth","Age 1",0
"1923","Plymouth","Age 10",7
"1924","Plymouth","Age 11",17
"1925","Plymouth","Age 12",13
"1926","Plymouth","Age 13",17
"1927","Plymouth","Age 14",12
"1928","Plymouth","Age 15",10
"1929","Plymouth","Age 16",14
"1930","Plymouth","Age 17",11
"1931","Plymouth","Age 18",8
"1932","Plymouth","Age 19 plus",0
"1933","Plymouth","Age 2",0
"1934","Plymouth","Age 3",0
"1935","Plymouth","Age 4",5
"1936","Plymouth","Age 5",7
"1937","Plymouth","Age 6",4
"1938","Plymouth","Age 7",11
"1939","Plymouth","Age 8",3
"1940","Plymouth","Age 9",5
"1941","Portsmouth","Age 0",0
"1942","Portsmouth","Age 1",0
"1943","Portsmouth","Age 10",1
"1944","Portsmouth","Age 11",7
"1945","Portsmouth","Age 12",1
"1946","Portsmouth","Age 13",5
"1947","Portsmouth","Age 14",4
"1948","Portsmouth","Age 15",5
"1949","Portsmouth","Age 16",2
"1950","Portsmouth","Age 17",7
"1951","Portsmouth","Age 18",5
"1952","Portsmouth","Age 19 plus",0
"1953","Portsmouth","Age 2",0
"1954","Portsmouth","Age 3",0
"1955","Portsmouth","Age 4",0
"1956","Portsmouth","Age 5",0
"1957","Portsmouth","Age 6",0
"1958","Portsmouth","Age 7",3
"1959","Portsmouth","Age 8",1
"1960","Portsmouth","Age 9",4
"1961","Reading","Age 0",0
"1962","Reading","Age 1",0
"1963","Reading","Age 10",7
"1964","Reading","Age 11",26
"1965","Reading","Age 12",27
"1966","Reading","Age 13",21
"1967","Reading","Age 14",24
"1968","Reading","Age 15",25
"1969","Reading","Age 16",14
"1970","Reading","Age 17",5
"1971","Reading","Age 18",3
"1972","Reading","Age 19 plus",0
"1973","Reading","Age 2",0
"1974","Reading","Age 3",0
"1975","Reading","Age 4",0
"1976","Reading","Age 5",2
"1977","Reading","Age 6",4
"1978","Reading","Age 7",6
"1979","Reading","Age 8",6
"1980","Reading","Age 9",7
"1981","Redbridge","Age 0",0
"1982","Redbridge","Age 1",0
"1983","Redbridge","Age 10",8
"1984","Redbridge","Age 11",15
"1985","Redbridge","Age 12",18
"1986","Redbridge","Age 13",8
"1987","Redbridge","Age 14",16
"1988","Redbridge","Age 15",56
"1989","Redbridge","Age 16",26
"1990","Redbridge","Age 17",17
"1991","Redbridge","Age 18",8
"1992","Redbridge","Age 19 plus",0
"1993","Redbridge","Age 2",0
"1994","Redbridge","Age 3",0
"1995","Redbridge","Age 4",1
"1996","Redbridge","Age 5",0
"1997","Redbridge","Age 6",6
"1998","Redbridge","Age 7",4
"1999","Redbridge","Age 8",2
"2000","Redbridge","Age 9",6
"2001","Redcar and Cleveland","Age 0",0
"2002","Redcar and Cleveland","Age 1",0
"2003","Redcar and Cleveland","Age 10",8
"2004","Redcar and Cleveland","Age 11",13
"2005","Redcar and Cleveland","Age 12",15
"2006","Redcar and Cleveland","Age 13",17
"2007","Redcar and Cleveland","Age 14",28
"2008","Redcar and Cleveland","Age 15",26
"2009","Redcar and Cleveland","Age 16",4
"2010","Redcar and Cleveland","Age 17",2
"2011","Redcar and Cleveland","Age 18",0
"2012","Redcar and Cleveland","Age 19 plus",0
"2013","Redcar and Cleveland","Age 2",0
"2014","Redcar and Cleveland","Age 3",0
"2015","Redcar and Cleveland","Age 4",0
"2016","Redcar and Cleveland","Age 5",5
"2017","Redcar and Cleveland","Age 6",1
"2018","Redcar and Cleveland","Age 7",0
"2019","Redcar and Cleveland","Age 8",3
"2020","Redcar and Cleveland","Age 9",1
"2021","Richmond upon Thames","Age 0",0
"2022","Richmond upon Thames","Age 1",0
"2023","Richmond upon Thames","Age 10",10
"2024","Richmond upon Thames","Age 11",15
"2025","Richmond upon Thames","Age 12",31
"2026","Richmond upon Thames","Age 13",32
"2027","Richmond upon Thames","Age 14",24
"2028","Richmond upon Thames","Age 15",23
"2029","Richmond upon Thames","Age 16",30
"2030","Richmond upon Thames","Age 17",22
"2031","Richmond upon Thames","Age 18",19
"2032","Richmond upon Thames","Age 19 plus",0
"2033","Richmond upon Thames","Age 2",0
"2034","Richmond upon Thames","Age 3",0
"2035","Richmond upon Thames","Age 4",0
"2036","Richmond upon Thames","Age 5",3
"2037","Richmond upon Thames","Age 6",5
"2038","Richmond upon Thames","Age 7",2
"2039","Richmond upon Thames","Age 8",9
"2040","Richmond upon Thames","Age 9",7
"2041","Rochdale","Age 0",0
"2042","Rochdale","Age 1",0
"2043","Rochdale","Age 10",8
"2044","Rochdale","Age 11",22
"2045","Rochdale","Age 12",20
"2046","Rochdale","Age 13",19
"2047","Rochdale","Age 14",28
"2048","Rochdale","Age 15",27
"2049","Rochdale","Age 16",14
"2050","Rochdale","Age 17",20
"2051","Rochdale","Age 18",9
"2052","Rochdale","Age 19 plus",0
"2053","Rochdale","Age 2",0
"2054","Rochdale","Age 3",1
"2055","Rochdale","Age 4",2
"2056","Rochdale","Age 5",3
"2057","Rochdale","Age 6",2
"2058","Rochdale","Age 7",6
"2059","Rochdale","Age 8",6
"2060","Rochdale","Age 9",8
"2061","Rotherham","Age 0",0
"2062","Rotherham","Age 1",0
"2063","Rotherham","Age 10",7
"2064","Rotherham","Age 11",22
"2065","Rotherham","Age 12",14
"2066","Rotherham","Age 13",16
"2067","Rotherham","Age 14",31
"2068","Rotherham","Age 15",24
"2069","Rotherham","Age 16",44
"2070","Rotherham","Age 17",40
"2071","Rotherham","Age 18",26
"2072","Rotherham","Age 19 plus",0
"2073","Rotherham","Age 2",0
"2074","Rotherham","Age 3",0
"2075","Rotherham","Age 4",0
"2076","Rotherham","Age 5",0
"2077","Rotherham","Age 6",1
"2078","Rotherham","Age 7",2
"2079","Rotherham","Age 8",4
"2080","Rotherham","Age 9",1
"2081","Rutland","Age 0",0
"2082","Rutland","Age 1",0
"2083","Rutland","Age 10",1
"2084","Rutland","Age 11",10
"2085","Rutland","Age 12",6
"2086","Rutland","Age 13",7
"2087","Rutland","Age 14",6
"2088","Rutland","Age 15",3
"2089","Rutland","Age 16",4
"2090","Rutland","Age 17",2
"2091","Rutland","Age 18",1
"2092","Rutland","Age 19 plus",0
"2093","Rutland","Age 2",0
"2094","Rutland","Age 3",1
"2095","Rutland","Age 4",0
"2096","Rutland","Age 5",1
"2097","Rutland","Age 6",1
"2098","Rutland","Age 7",2
"2099","Rutland","Age 8",3
"2100","Rutland","Age 9",5
"2101","Salford","Age 0",0
"2102","Salford","Age 1",1
"2103","Salford","Age 10",13
"2104","Salford","Age 11",27
"2105","Salford","Age 12",29
"2106","Salford","Age 13",32
"2107","Salford","Age 14",50
"2108","Salford","Age 15",50
"2109","Salford","Age 16",39
"2110","Salford","Age 17",39
"2111","Salford","Age 18",24
"2112","Salford","Age 19 plus",0
"2113","Salford","Age 2",1
"2114","Salford","Age 3",1
"2115","Salford","Age 4",3
"2116","Salford","Age 5",4
"2117","Salford","Age 6",5
"2118","Salford","Age 7",5
"2119","Salford","Age 8",7
"2120","Salford","Age 9",12
"2121","Sandwell","Age 0",0
"2122","Sandwell","Age 1",0
"2123","Sandwell","Age 10",11
"2124","Sandwell","Age 11",22
"2125","Sandwell","Age 12",47
"2126","Sandwell","Age 13",33
"2127","Sandwell","Age 14",36
"2128","Sandwell","Age 15",35
"2129","Sandwell","Age 16",28
"2130","Sandwell","Age 17",29
"2131","Sandwell","Age 18",40
"2132","Sandwell","Age 19 plus",83
"2133","Sandwell","Age 2",0
"2134","Sandwell","Age 3",0
"2135","Sandwell","Age 4",1
"2136","Sandwell","Age 5",5
"2137","Sandwell","Age 6",6
"2138","Sandwell","Age 7",4
"2139","Sandwell","Age 8",6
"2140","Sandwell","Age 9",10
"2141","Sefton","Age 0",0
"2142","Sefton","Age 1",0
"2143","Sefton","Age 10",12
"2144","Sefton","Age 11",33
"2145","Sefton","Age 12",18
"2146","Sefton","Age 13",31
"2147","Sefton","Age 14",50
"2148","Sefton","Age 15",45
"2149","Sefton","Age 16",14
"2150","Sefton","Age 17",10
"2151","Sefton","Age 18",10
"2152","Sefton","Age 19 plus",0
"2153","Sefton","Age 2",0
"2154","Sefton","Age 3",1
"2155","Sefton","Age 4",11
"2156","Sefton","Age 5",16
"2157","Sefton","Age 6",13
"2158","Sefton","Age 7",16
"2159","Sefton","Age 8",15
"2160","Sefton","Age 9",17
"2161","Sheffield","Age 0",0
"2162","Sheffield","Age 1",0
"2163","Sheffield","Age 10",3
"2164","Sheffield","Age 11",10
"2165","Sheffield","Age 12",14
"2166","Sheffield","Age 13",21
"2167","Sheffield","Age 14",19
"2168","Sheffield","Age 15",28
"2169","Sheffield","Age 16",19
"2170","Sheffield","Age 17",15
"2171","Sheffield","Age 18",5
"2172","Sheffield","Age 19 plus",0
"2173","Sheffield","Age 2",0
"2174","Sheffield","Age 3",0
"2175","Sheffield","Age 4",0
"2176","Sheffield","Age 5",1
"2177","Sheffield","Age 6",0
"2178","Sheffield","Age 7",4
"2179","Sheffield","Age 8",5
"2180","Sheffield","Age 9",6
"2181","Shropshire","Age 0",0
"2182","Shropshire","Age 1",0
"2183","Shropshire","Age 10",20
"2184","Shropshire","Age 11",18
"2185","Shropshire","Age 12",18
"2186","Shropshire","Age 13",24
"2187","Shropshire","Age 14",37
"2188","Shropshire","Age 15",39
"2189","Shropshire","Age 16",37
"2190","Shropshire","Age 17",24
"2191","Shropshire","Age 18",22
"2192","Shropshire","Age 19 plus",0
"2193","Shropshire","Age 2",0
"2194","Shropshire","Age 3",0
"2195","Shropshire","Age 4",0
"2196","Shropshire","Age 5",0
"2197","Shropshire","Age 6",3
"2198","Shropshire","Age 7",11
"2199","Shropshire","Age 8",10
"2200","Shropshire","Age 9",14
"2201","Slough","Age 0",0
"2202","Slough","Age 1",0
"2203","Slough","Age 10",3
"2204","Slough","Age 11",7
"2205","Slough","Age 12",3
"2206","Slough","Age 13",10
"2207","Slough","Age 14",8
"2208","Slough","Age 15",2
"2209","Slough","Age 16",9
"2210","Slough","Age 17",10
"2211","Slough","Age 18",8
"2212","Slough","Age 19 plus",0
"2213","Slough","Age 2",0
"2214","Slough","Age 3",0
"2215","Slough","Age 4",0
"2216","Slough","Age 5",3
"2217","Slough","Age 6",2
"2218","Slough","Age 7",1
"2219","Slough","Age 8",2
"2220","Slough","Age 9",7
"2221","Solihull","Age 0",0
"2222","Solihull","Age 1",0
"2223","Solihull","Age 10",17
"2224","Solihull","Age 11",12
"2225","Solihull","Age 12",18
"2226","Solihull","Age 13",32
"2227","Solihull","Age 14",43
"2228","Solihull","Age 15",47
"2229","Solihull","Age 16",33
"2230","Solihull","Age 17",12
"2231","Solihull","Age 18",6
"2232","Solihull","Age 19 plus",0
"2233","Solihull","Age 2",0
"2234","Solihull","Age 3",0
"2235","Solihull","Age 4",0
"2236","Solihull","Age 5",3
"2237","Solihull","Age 6",6
"2238","Solihull","Age 7",3
"2239","Solihull","Age 8",6
"2240","Solihull","Age 9",5
"2241","Somerset","Age 0",0
"2242","Somerset","Age 1",0
"2243","Somerset","Age 10",31
"2244","Somerset","Age 11",65
"2245","Somerset","Age 12",93
"2246","Somerset","Age 13",83
"2247","Somerset","Age 14",104
"2248","Somerset","Age 15",103
"2249","Somerset","Age 16",95
"2250","Somerset","Age 17",71
"2251","Somerset","Age 18",31
"2252","Somerset","Age 19 plus",0
"2253","Somerset","Age 2",0
"2254","Somerset","Age 3",0
"2255","Somerset","Age 4",0
"2256","Somerset","Age 5",3
"2257","Somerset","Age 6",2
"2258","Somerset","Age 7",15
"2259","Somerset","Age 8",18
"2260","Somerset","Age 9",25
"2261","South Gloucestershire","Age 0",0
"2262","South Gloucestershire","Age 1",0
"2263","South Gloucestershire","Age 10",4
"2264","South Gloucestershire","Age 11",25
"2265","South Gloucestershire","Age 12",26
"2266","South Gloucestershire","Age 13",31
"2267","South Gloucestershire","Age 14",24
"2268","South Gloucestershire","Age 15",15
"2269","South Gloucestershire","Age 16",52
"2270","South Gloucestershire","Age 17",52
"2271","South Gloucestershire","Age 18",36
"2272","South Gloucestershire","Age 19 plus",0
"2273","South Gloucestershire","Age 2",0
"2274","South Gloucestershire","Age 3",0
"2275","South Gloucestershire","Age 4",0
"2276","South Gloucestershire","Age 5",0
"2277","South Gloucestershire","Age 6",0
"2278","South Gloucestershire","Age 7",8
"2279","South Gloucestershire","Age 8",4
"2280","South Gloucestershire","Age 9",6
"2281","South Tyneside","Age 0",0
"2282","South Tyneside","Age 1",0
"2283","South Tyneside","Age 10",12
"2284","South Tyneside","Age 11",8
"2285","South Tyneside","Age 12",10
"2286","South Tyneside","Age 13",12
"2287","South Tyneside","Age 14",18
"2288","South Tyneside","Age 15",27
"2289","South Tyneside","Age 16",5
"2290","South Tyneside","Age 17",5
"2291","South Tyneside","Age 18",5
"2292","South Tyneside","Age 19 plus",0
"2293","South Tyneside","Age 2",0
"2294","South Tyneside","Age 3",0
"2295","South Tyneside","Age 4",0
"2296","South Tyneside","Age 5",10
"2297","South Tyneside","Age 6",9
"2298","South Tyneside","Age 7",5
"2299","South Tyneside","Age 8",2
"2300","South Tyneside","Age 9",4
"2301","Southampton","Age 0",0
"2302","Southampton","Age 1",0
"2303","Southampton","Age 10",2
"2304","Southampton","Age 11",1
"2305","Southampton","Age 12",2
"2306","Southampton","Age 13",5
"2307","Southampton","Age 14",5
"2308","Southampton","Age 15",11
"2309","Southampton","Age 16",9
"2310","Southampton","Age 17",13
"2311","Southampton","Age 18",5
"2312","Southampton","Age 19 plus",4
"2313","Southampton","Age 2",0
"2314","Southampton","Age 3",0
"2315","Southampton","Age 4",0
"2316","Southampton","Age 5",0
"2317","Southampton","Age 6",0
"2318","Southampton","Age 7",1
"2319","Southampton","Age 8",0
"2320","Southampton","Age 9",0
"2321","Southend-on-Sea","Age 0",0
"2322","Southend-on-Sea","Age 1",0
"2323","Southend-on-Sea","Age 10",3
"2324","Southend-on-Sea","Age 11",6
"2325","Southend-on-Sea","Age 12",4
"2326","Southend-on-Sea","Age 13",5
"2327","Southend-on-Sea","Age 14",4
"2328","Southend-on-Sea","Age 15",12
"2329","Southend-on-Sea","Age 16",6
"2330","Southend-on-Sea","Age 17",0
"2331","Southend-on-Sea","Age 18",2
"2332","Southend-on-Sea","Age 19 plus",2
"2333","Southend-on-Sea","Age 2",0
"2334","Southend-on-Sea","Age 3",0
"2335","Southend-on-Sea","Age 4",0
"2336","Southend-on-Sea","Age 5",1
"2337","Southend-on-Sea","Age 6",0
"2338","Southend-on-Sea","Age 7",0
"2339","Southend-on-Sea","Age 8",3
"2340","Southend-on-Sea","Age 9",4
"2341","Southwark","Age 0",0
"2342","Southwark","Age 1",0
"2343","Southwark","Age 10",9
"2344","Southwark","Age 11",29
"2345","Southwark","Age 12",21
"2346","Southwark","Age 13",19
"2347","Southwark","Age 14",47
"2348","Southwark","Age 15",64
"2349","Southwark","Age 16",27
"2350","Southwark","Age 17",39
"2351","Southwark","Age 18",31
"2352","Southwark","Age 19 plus",0
"2353","Southwark","Age 2",0
"2354","Southwark","Age 3",0
"2355","Southwark","Age 4",1
"2356","Southwark","Age 5",11
"2357","Southwark","Age 6",3
"2358","Southwark","Age 7",12
"2359","Southwark","Age 8",10
"2360","Southwark","Age 9",14
"2361","St. Helens","Age 0",0
"2362","St. Helens","Age 1",0
"2363","St. Helens","Age 10",12
"2364","St. Helens","Age 11",19
"2365","St. Helens","Age 12",26
"2366","St. Helens","Age 13",17
"2367","St. Helens","Age 14",19
"2368","St. Helens","Age 15",16
"2369","St. Helens","Age 16",23
"2370","St. Helens","Age 17",7
"2371","St. Helens","Age 18",0
"2372","St. Helens","Age 19 plus",0
"2373","St. Helens","Age 2",0
"2374","St. Helens","Age 3",0
"2375","St. Helens","Age 4",0
"2376","St. Helens","Age 5",3
"2377","St. Helens","Age 6",11
"2378","St. Helens","Age 7",6
"2379","St. Helens","Age 8",11
"2380","St. Helens","Age 9",10
"2381","Staffordshire","Age 0",0
"2382","Staffordshire","Age 1",0
"2383","Staffordshire","Age 10",48
"2384","Staffordshire","Age 11",100
"2385","Staffordshire","Age 12",104
"2386","Staffordshire","Age 13",142
"2387","Staffordshire","Age 14",141
"2388","Staffordshire","Age 15",142
"2389","Staffordshire","Age 16",72
"2390","Staffordshire","Age 17",59
"2391","Staffordshire","Age 18",20
"2392","Staffordshire","Age 19 plus",0
"2393","Staffordshire","Age 2",0
"2394","Staffordshire","Age 3",0
"2395","Staffordshire","Age 4",4
"2396","Staffordshire","Age 5",18
"2397","Staffordshire","Age 6",24
"2398","Staffordshire","Age 7",21
"2399","Staffordshire","Age 8",32
"2400","Staffordshire","Age 9",36
"2401","Stockport","Age 0",0
"2402","Stockport","Age 1",0
"2403","Stockport","Age 10",11
"2404","Stockport","Age 11",30
"2405","Stockport","Age 12",37
"2406","Stockport","Age 13",49
"2407","Stockport","Age 14",52
